Technology Mid-Type,Technology Broad Category,Application - Distribution Infrastructure Services,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh),Sum for kWh Distribution Services - Distribution Upgrade Deferral,Sum for kWh Distribution Services - Reliability,Announced Date,Annual Maintenance or Warranty Cost (USD),Annual Operational Cost - OPEX (USD),Application - Ancillary Services,Application - Bulk Energy Services (General Energy Applications),Application - Customer Energy Management Services (End-User Services),Application - Others,Application - Transmission Infrastructure Services,Bulk Energy Services - Application 1,Bulk Energy Services - Application 2,Bulk Energy Services - Application 3,Captial Expenditure - CAPEX (USD),City,Commissioned Date,Constructed Date,Contact Information: Email Address,Contact Information: Name,Contact Information: Phone Number,Country,County,Data Source,Debt Provider,Decommissioned Date,Description/Notes,Developer,Energy Storage Technology Provider,Epc 1,Epc 2,Epc 3,Funding Source 1,Funding Source 2,Funding Source 3,Funding Source Amount 1 (USD),Funding Source Amount 2 (USD),Funding Source Amount 3 (USD),Grid Interconnection Level,ID,Installer,Interconnection Type,Iso/Rto,Latest Update Date,Latitude,Longitude,Number of Subsystems,O&M Contractor,Owner(s),Ownership Model,Ownership Model (Other),Paired Grid Resources,Postal Code,Power Electronics Provider,Project Data Validated?,Project Year,Project/Plant Name,Projected Payback Period (years),State/Province/Territory,Status,Street Address,Subsystem 1 - Communications,Subsystem 1 - Controller Type,Subsystem 1 - Depth of Discharge (%),Subsystem 1 - Efficiency Degradation,Subsystem 1 - Enclosure Operating Temperature (deg C),Subsystem 1 - Enclosures,Subsystem 1 - Energy Density (kWh/m^3),Subsystem 1 - Footprint (m^2/MWh),Subsystem 1 - Frequency Ride Through (FRT),Subsystem 1 - Full Load Efficiency (%),Subsystem 1 - High Voltage Ride Through (HVRT),Subsystem 1 - ID,Subsystem 1 - Lagging Power Factor Range,Subsystem 1 - Leading Power Factor Range,Subsystem 1 - Low Voltage Ride Through (LVRT),Subsystem 1 - Maximum Charge Power (kW),Subsystem 1 - Maximum Discharge Power (kW),Subsystem 1 - Maximum Total Current Harmonic Distortion (%),Subsystem 1 - Nominal AC Voltage (kV),Subsystem 1 - Nominal DC Voltage (kV),Subsystem 1 - Nominal Frequency (Hz),Subsystem 1 - Number of Cells,Subsystem 1 - Number of Phases,Subsystem 1 - Operating Frequency Range (Hz) High,Subsystem 1 - Operating Frequency Range (Hz) Low,Subsystem 1 - Operating Temperature (deg C),Subsystem 1 - Overload Capability (%),Subsystem 1 - Ramping Rate (kW/min),Subsystem 1 - Rated Power (kW),Subsystem 1 - Response Time (s),Subsystem 1 - Round-trip Efficiency (%),Subsystem 1 - Specific Energy (kWh/ton-metric),Subsystem 1 - Standby Energy Consumption (kWh),Subsystem 1 - Storage Capacity (kWh),Subsystem 1 - Storage Operating Temperature (deg C),Subsystem 1 - Subsystem Name,Subsystem 1 - Technology Sub-Type,Subsystem 1 - Time Allowed for Overload (s),Subsystem 1 - Topology,Subsystem 1 - Transformer Configuration,Subsystem 1 - Transformer Rating,Subsystem 1 - Warranty Lifetime (cycles),Subsystem 1 - Warranty Lifetime (years),Subsystem 1 - Warranty Lifetime (years) 1,Sum for kW Ancillary Service - Black Start,Sum for kW Ancillary Service - Frequency Regulation,Sum for kW Ancillary Service - Operating Reserve (Non-Spinning),Sum for kW Ancillary Service - Operating Reserve (Spinning),Sum for kW Ancillary Service - Operating Reserve (Supplementary),Sum for kW Ancillary Service - Ramp Support,Sum for kW Ancillary Service - Voltage Support,Sum for kW Bulk Energy Services - Arbitrage,Sum for kW Bulk Energy Services - Firming,Sum for kW Bulk Energy Services - RE Time Shift,Sum for kW Distribution Services - Distribution Upgrade Deferral,Sum for kW Distribution Services - Reliability,Sum for kW Other Services - Electric Supply Capacity,Sum for kW Other Services - Transportation Services,Sum for kW Transmission Services - Stability Damping Control,Sum for kW Transmission Services - Transmission Congestion Relief,Sum for kW Transmission Services - Transmission Upgrade Deferral,Sum for kWh Ancillary Service - Black Start,Sum for kWh Ancillary Service - Frequency Regulation,Sum for kWh Ancillary Service - Operating Reserve (Non-Spinning),Sum for kWh Ancillary Service - Operating Reserve (Spinning),Sum for kWh Ancillary Service - Operating Reserve (Supplementary),Sum for kWh Ancillary Service - Ramp Support,Sum for kWh Ancillary Service - Voltage Support,Sum for kWh Bulk Energy Services - Arbitrage,Sum for kWh Bulk Energy Services - Firming,Sum for kWh Bulk Energy Services - RE Time Shift,Sum for kWh Other Services - Electric Supply Capacity,Sum for kWh Other Services - Transportation Services,Sum for kWh Transmission Services - Stability Damping Control,Sum for kWh Transmission Services - Transmission Congestion Relief,Sum for kWh Transmission Services - Transmission Upgrade Deferral,System Operator,Technology Sub-Type,URL,Utility ID,Utility Type
Electro-chemical capacitor,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Electro-chemical capacitor,0,,2340,0,0,0,,,,Voltage Support,Electric Energy Time Shift (Arbitrage),,Transportation Services,,Electric Energy Time Shift (Arbitrage),,,,Yeonsu-gu,12/26/2012,12/26/2012,,,,South Korea,,GESDB,,,"Woojin Industrial Systems has completed installation of its energy storage system (ESS) ultracapacitor-based braking energy recuperation systems in seven Metro stations in Seoul, Daejon, Incheon and the Korea Train eXpress (KTX) high-speed rail depot in Seoul.  Beginning with installation of demonstration systems in 2009 under a contract with the Korean federal government's Korean Railroad Research Institute (KRRI), Woojin and rail system operators have achieved grid power consumption savings of more than 20 percent and realized additional benefits in the form of system voltage stabilization that reduces power infrastructure requirements and helps to ensure uninterrupted operation. The recuperation systems, ranging from 750 to 1,500 volts, employ Maxwell ultracapacitors to absorb energy during rail vehicle braking and deliver the stored energy to the vehicles' electric motors for propulsion and to stabilize voltage throughout the system.  Each installation employs up to 200 of Maxwell's 48-volt multi-cell ultracapacitor modules. Based on their positive experience to date, Woojin and rail system operators are planning several additional installations in 2014 and 2015.",Woojin Industrial Systems,Maxwell Technologies,,,,,,,,,,,992,Woojin Industrial Systems,,,,37.3851499,126.6457433,1,,Incheon Transit Corporation,Customer-Owned,,,,Woojin Industrial Systems,NO,12/26/2012,Woojin/Maxwell Incheon Line 1 - Technopark Station (I134),,Incheon,Operational,7-51 Songdo-dong,,,,,,,,,,,,992.1,,,,,,,,,,,,,,,,,2340,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,2340,2340,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,,Technology Sub-Type Unknown,http://www.wjis.co.kr,,Federally Owned
Latent heat,Thermal energy storage,,Thermal energy storage,Latent heat,6,120,20,120,0,0,,,,,,Retail TOU Energy Charges,Electric Supply Capacity,,,,,,Redding,12/26/2013,,,,,United States,,GESDB,,,"Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.",Ice Energy,Ice Energy,Ice Energy,,,State/Provincial/Regional,,,,,,,993,Ice Energy,,,,40.57651929,-122.3577323,1,Ice Energy,Confidential,Utility-Owned,,,96002,,NO,12/26/2013,Ice Energy project at 2143 Hilltop Dr,,California,Operational,2143 Hilltop Dr,,,,,,,,,,,,993.1,,,,,,,,,,,,,,,,,20,,,,,,,Subsystem 1,Ice,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,,Ice,http://www.ice-energy.com,,Public Owned
Latent heat,Thermal energy storage,,Thermal energy storage,Latent heat,6,60,10,60,0,0,,,,,,Retail TOU Energy Charges,Electric Supply Capacity,,,,,,Redding,12/26/2013,,,,,United States,,GESDB,,,"Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.",Ice Energy,Ice Energy,Ice Energy,,,State/Provincial/Regional,,,,,,,994,Ice Energy,,,,40.5813072,-122.3776083,1,Ice Energy,Confidential,Utility-Owned,,,96002,,NO,12/26/2013,Ice Energy project at 2155 Hilltop Dr Ste A,,California,Operational,2155 Hilltop Dr Ste A,,,,,,,,,,,,994.1,,,,,,,,,,,,,,,,,10,,,,,,,Subsystem 1,Ice,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,,Ice,http://www.ice-energy.com,,Public Owned
Latent heat,Thermal energy storage,,Thermal energy storage,Latent heat,6,60,10,60,0,0,,,,,,Retail TOU Energy Charges,Electric Supply Capacity,,,,,,Redding,12/26/2013,,,,,United States,,GESDB,,,"Ice Energy’s flagship Ice Bear system enables a powerful change in how – and more importantly when – energy is consumed for air conditioning. The Ice Bear system is an intelligent distributed energy storage solution that works in conjunction with commercial direct-expansion (DX) air-conditioning systems, specifically the refrigerant-based, 4-20-ton packaged rooftop systems common to most small to mid-sized commercial buildings. The system stores energy at night, when electricity generation is cleaner, more efficient and less expensive, and delivers that energy during the peak of the day to provide cooling to the building. Daytime energy demand from air conditioning – typically 40-50% of a building’s electricity use during peak daytime hours – can be reduced significantly. In kilowatts, each Ice Bear delivers an average reduction of 12 kW of source equivalent peak demand for a minimum of 6 hours daily, shifting 72 kW-hours of on-peak energy to off-peak hours. Ice Bear units are typically owned by utilities and installed at distributed locations behind the customer meter on commercial and industrial sites. When aggregated and deployed at scale, a typical utility deployment will shift the operation of thousands of commercial AC condensing units from on-peak periods to off-peak periods, reducing electric system demand, improving electric system load factor, reducing electric system costs, and improving overall electric system efficiency and power quality.",Ice Energy,Ice Energy,Ice Energy,,,State/Provincial/Regional,,,,,,,995,Ice Energy,,,,40.57673492,-122.3577268,1,Ice Energy,Confidential,Utility-Owned,,,96002,,NO,12/26/2013,Ice Energy project at 2131 Hilltop Dr,,California,Operational,2131 Hilltop Dr,,,,,,,,,,,,995.1,,,,,,,,,,,,,,,,,10,,,,,,,Subsystem 1,Ice,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,,Ice,http://www.ice-energy.com,,Public Owned
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,0.5,150,300,150,0,0,2/2/2015,,,"Voltage Support, Frequency Regulation, Operating Reserve (Spinning)","Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift (Firming)",,,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Dublin,2/27/2015,,,,,Ireland,,GESDB,,,"Ireland intends to achieve 40 percent renewable energy by 2020. Most of this electricity comes from large-scale wind farms with only limited connection to the UK. FREQCON deployed Ireland's first combined ultracapacitor &amp; energy storage facility for the Tallaght Smart Grid Testbed in South Dublin County. The 300 kW / 150 kWh system was developed to demonstrate that a combination of lithium-ion batteries, Maxwell Technologies ultracapacitors, and FREQCON power converters can deliver what is needed.",Freqcon GmbH,Ecoult,,,,,,,,,,,996,,,,,53.3497645,-6.2602732,1,,Micro Electricity Generation Association Of Ireland,Utility-Owned,,,,Freqcon GmbH,NO,2/27/2015,Tallaght Smart Grid Testbed: Lithium Ion Battery,,Leinster,Operational,,,,,,,,,,,,,996.1,,,,,,,,,,,,,,,,,300,,,,,,,Subsystem 1,,,,,,,,,0,300,0,300,0,0,300,300,300,300,0,0,0,0,0,0,0,0,150,0,150,0,0,150,150,150,150,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.intallaght.ie/tallaght-first-location-in-europe-to-test-out-new-smart-energy/,,State/Municipal Owned
Electro-chemical capacitor,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Electro-chemical capacitor,0,,0,0,0,0,2/2/2015,,,"Voltage Support, Frequency Regulation, Operating Reserve (Spinning)","Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift (Firming)",,,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Dublin,2/27/2015,,,,,Ireland,,GESDB,,,"Ireland intends to achieve 40 percent renewable energy by 2020. Most of this electricity comes from large-scale wind farms with only limited connection to the UK. FREQCON deployed Ireland's first combined ultracapacitor &amp; energy storage facility for the Tallaght Smart Grid Testbed in South Dublin County. The 300 kW / 150 kWh system was developed to demonstrate that a combination of lithium-ion batteries, Maxwell Technologies ultracapacitors, and FREQCON power converters can deliver what is needed.",Freqcon GmbH,Maxwell Technologies,,,,,,,,,,,997,,,,,53.3497645,-6.2602732,1,Micro Electricity Generation Association (MEGA),Micro Electricity Generation Association Of Ireland,Utility-Owned,,,,Freqcon GmbH,NO,2/27/2015,Tallaght Smart Grid Testbed: Ultracapacitors,,Leinster,Operational,,,,,,,,,,,,,997.1,,,,,,,,,,,,,,,,,0,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.prnewswire.com/news-releases/maxwell-technologies-ultracapacitors-deployed-in-ireland-microgrid-energy-storage-system-300037291.html,,State/Municipal Owned
Sodium-based battery,Electro-chemical battery and chemical storage,Distribution Upgrade Deferral,Electro-chemical battery and chemical storage,Sodium-based battery,1.67,200.4,120,200.4,200.4,0,10/1/2012,,,"Voltage Support, Operating Reserve (Supplementary)","Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift","Retail TOU Energy Charges, Microgrid Applications, Resilience (Back-up Power)",Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,,,Le Francois,5/27/2015,7/30/2014,,,,Martinique,,GESDB,,,"ALTAIS project, lead by AME and the CEA-INES offer a demonstration platform - in Le François - which aggregates the assets of new generation typical grids in Islands: PV production, battery energy storage, consumption, information and software solutions to gradually manage these assets. The main goal of this project is to find a sustainable solution in order to reach more than 30% of renewable energy on our grid. Storage solutions seem to be the good way to produce a non-intermittent energy and also provide ancillary services to the grid. ALTAIS is one the first R&amp;D storage large scale project in the French West Indies and can become a reference for the future storage installations (specifications, studies, reglementation, installation, recycling issues…).",,FIAMM SPA,,,,Federal/National Government Ã¢â‚¬â€œ RD&amp;D,State/Provincial/Regional RD&amp;D,,,,,,998,NIDEC ASI,,,,14.6149952,-60.9028968,1,,Agence Martiniquaise de l'Energie,Customer-Owned,,,97240,NIDEC ASI,NO,5/27/2015,ALTAIS,,Martinique,Operational,Pointe courchet,,,,,,,,,,,,998.1,,,,,,,,,,,,,,,,,120,,,,,,,Subsystem 1,Sodium-nickel-chloride battery,,,,,,,,0,0,0,0,120,0,120,120,0,120,120,0,120,0,0,0,0,0,0,0,0,200.4,0,200.4,200.4,0,200.4,200.4,0,0,0,0,,Sodium-nickel-chloride battery,http://cm2e.energie.mq/wp-content/uploads/2014/06/PROGRAMME-ALTAIS_CM2E_Mai-2014_anglais.pdf,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,11300,0,0,0,6/27/2014,,,,"Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)",,Electric Supply Capacity,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,El Hierro,6/27/2014,,,,,Spain,,GESDB,,,"El Hierro, the smallest of the Canary islands, commissioned an open loop pumped hydro plant specifically designed to supplement the islands wind turbines.  The system will be made up of two reservoirs of water, a wind farm, a hydroelectric plant, a pumping station and a diesel powered facility (already in existence). The lower reservoir will have a capacity of up to 150,000 cubic meters of water, while the upper reservoir, which is a natural volcanic caldera, will be able to store up to 556,000 cubic meters. The five turbine wind farm will have installed capacity of 11.5 MW; the hydroelectric plant, with four Pelton turbines will have installed capacity of 11.3 MW and the pumping plant 6 MW. The Llanos Blancos plant has installed capacity of 12.7 MW.  Read the 6/27/14 release: http://goo.gl/qBP9qu",Gorona del Viento,"Andritz Hydro, Flowserve",,,,Federal/National Government Ã¢â‚¬â€œ RD&amp;D,,,,,,Primary Distribution,999,,,,,27.795065,-17.92,1,,"Endesa, Canary Island Council",Third-Party-Owned,,Wind,,,NO,6/27/2014,El Hierro Hydro-Wind Plant,,Canary Islands,Operational,,,,,,,,,,,,,999.1,,,,,,,,,,,,,,,,,11300,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,0,11300,11300,0,0,11300,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,Open-loop PHS,http://www.goronadelviento.es/,,Public Owned
Lead-acid battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lead-acid battery,0,,600,0,0,0,,,,,Renewable Energy Time Shift (Firming),"Microgrid Applications, Resilience (Back-up Power)",,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Rye,6/27/2015,,,,,United States,,GESDB,,,New Hampshire’s Star Island boasts the largest off-grid solar farm in New England. The installation includes a 130 kW solar installation as well as a 600 kW battery system which has replaced a couple of diesel generators. Star Island is 6 miles off the coast and before the microgrid project had to rely on diesel power for their electricity needs.,,Exide,Ayer Electric,,,,,,,,,,1000,,,,,42.9758041,-70.61272018,1,,"Star Island Power, LLC",Customer-Owned,,130 kW Solar,,Schneider Electric,NO,6/27/2015,Star Island Microgrid,,New Hampshire,Operational,Star Island,,,,,,,,,,,,1000.1,,,,,,,,,,,,,,,,,600,,,,,,,Subsystem 1,Advanced lead-acid battery,,,,,,,,0,0,0,0,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,Advanced lead-acid battery,http://nhpr.org/post/granite-geek-solar-microgrid-star-island-may-be-model-mainland,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,4,112000,28000,112000,0,0,,,,,,,,,,,,,Modesto,,,,,,United States,,GESDB,,,*** Project was never built and will not be built -- Updated 5/2/16  Primus Power is developing and deploying a 28 MW / 112 MWh EnergyFarm energy storage system in the Modesto Irrigation District in California’s Central Valley.  The system would replace the potential future installation of a $78 M / 50 MW fossil fuel plant and is intended to provide flexible capacity for the region and compensate for the variable nature of wind and solar energy.,,,Public Owned,Secondary Distribution,Grid,,,,,,,,1679,,,,,37.6390972,-120.9968782,1,BANC,Confidential,,,,,,NO,,Modesto Irrigation District - Primus Power,,California,,,,,,,,,,,,,,1679.1,,,,,,,,,,,,,,,,,28000,,,,,,,Subsystem 1,Zinc-bromine flow battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Zinc-bromine flow battery,http://energy.gov/sites/prod/files/Primus.pdf,,
Lead-acid battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lead-acid battery,2,300,150,300,0,0,5/13/2020,,,,,,,,,,,,Recife,5/13/2020,,,,,Brazil,,GESDB,,,"Pernambuco, Brazil Lead-Carbon Energy Storage Project - Moura Energy 150 kW",Moura,Moura,,,,,,,,,,,1685,,,,,-8.155506,-34.913149,1,,,,,Solar PV,,Moura,NO,5/13/2020,"Pernambuco, Brazil Lead-Carbon Energy Storage Project - Moura Energy 150 kW",,Pernambuco,Operational,,,,,,,,,,,,,1685.1,,,,,,,,,,,,,,,,,150,,,,,,,Subsystem 1,Lead-carbon battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lead-carbon battery,,,
Lead-acid battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lead-acid battery,3,726,242,726,0,0,5/13/2020,,,,,,,,,,,,Belo Jardim,5/13/2020,,,,,Brazil,,GESDB,,,"Pernambuco, Brazil Lead-Carbon Solar PV Energy Storage Project - Moura Energy 242 kW",Moura,Moura,,,,,,,,,,,1684,,,,,-8.33519,-36.417737,1,,,,,Solar PV,,Moura,NO,5/13/2020,"Pernambuco, Brazil Lead-Carbon Solar PV Energy Storage Project - Moura Energy 242 kW",,Pernambuco,Operational,,,,,,,,,,,,,1684.1,,,,,,,,,,,,,,,,,242,,,,,,,Subsystem 1,Lead-carbon battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lead-carbon battery,,,
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,,0.5,8100,16200,8100,0,0,1/12/2016,,,Frequency Regulation,,,,,,,,,yarmouth,,,,,,United States,,GESDB,,,16.2MW battery energy storage sysetm,,,,,,,,,,,,,1312,,,ISO-NE,,43.8006208,-70.19,1,,Nextera Energy,Customer-Owned,,,,,NO,1/12/2016,Nextera Wyman,,Maine,Announced,,,,,,,,,,,,,1312.1,,,,,,,,,,,,,,,,,16200,,,,,,,Subsystem 1,,,,,,,,,0,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.transmissionhub.com/articles/2016/09/nextera-develops-16-2-mw-battery-project-at-wyman-plant-in-maine.html,,
Flow battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Flow battery,4,2500,625,2500,0,0,1/6/2016,,,,,Retail TOU Energy Charges,,,,,,,Johannesburg,,,,,,South Africa,,GESDB,,,"A South Africa-based multinational mobile telecommunications company that provides services to more than 200 million subscribers in Africa, Europe and the Middle East has purchased a further 105 Imergy ESP5™ vanadium flow batteries in addition to an original pilot of 20 systems, to provide backup power to base station sites in the country.",,Imergy,,,,State/Provincial/Regional,,,,,,,1310,Imergy,,,,-26.2041028,28.05,1,,MULTINATIONAL MOBILE TELECOMMUNICATIONS NETWORK GROUP,Customer-Owned,,,,Imergy,NO,1/6/2016,Multinational Telecommunications company- Imergy,,Gauteng,Announced,,,,,,,,,,,,,1310.1,,,,,,,,,,,,,,,,,625,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vanadium redox flow battery,http://www.einnews.com/pr_news/304947692/multinational-mobile-telecommunications-network-group-purchases-125-imergy-flow-batteries-for-communications-cell-sites-in-africa,,
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,2,20000,10000,20000,0,0,10/1/2014,,,Frequency Regulation,,,,,,,,,Changsha,,,,,,China,,GESDB,,,"Relying on the advanced Fe battery technology, BYD ESS technology uses a modular, flexible design and can be easily tailored to meet a diverse set of customer needs. Up to now, BYD has a lot of successful cases of battery storage solutions from KW sized to MW sized system at home and abroad.",,BYD,,,,,,,,,,,1220,,,,,28.228209,112.94,1,,BYD,Customer-Owned,,,,,NO,10/1/2014,Changsha 10MW/20MWh BESS,,Hunan,Announced,,,,,,,,,,,,,1220.1,,,,,,,,,,,,,,,,,10000,,,,,,,Subsystem 1,Lithium-iron phosphate battery,,,,,,,,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lithium-iron phosphate battery,http://www.byd.com,,
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,4.2,630,150,630,0,0,7/27/2015,,,,Electric Energy Time Shift (Arbitrage),,,,Electric Energy Time Shift (Arbitrage),,,,Escondido,,,,,,United States,,GESDB,,,"With power rates skyrocketing for San Diego County school districts, Tesla Motors Inc. has inked a deal to build stationary battery storage systems for three Escondido high schools — a project that officials hope could save hundreds of thousands of dollars annually in electricity costs.",Tesla,Tesla,Tesla,,,State/Provincial/Regional,Private/Third Party,,,,,,1533,Tesla,,CAISO,,33.1192068,-117.09,1,Tesla,Escondido School District,Customer-Owned,,,,Tesla,NO,7/27/2015,Escondido School District-Tesla,,California,Announced,,,,,,,,,,,,,1533.1,,,,,,,,,,,,,,,,,150,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.sandiegouniontribune.com/news/2015/jul/27/tesla-to-build-battery-storage-project-for/,,
Lithium-ion battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lithium-ion battery,1,30,30,30,0,0,1/29/2014,,,,Electric Energy Time Shift (Arbitrage),Retail TOU Energy Charges,,,Electric Energy Time Shift (Arbitrage),,,,Fremont,,,,,,United States,,GESDB,,,"Princeton Power Systems has been selected by Tesla to supply power inverters for a highly innovative peak-shaving program in California. Spearheaded by SolarCity, the project involves locally storing energy from rooftop photovoltaic arrays to help offset peak demand and thus minimize demand charges. SolarCity is estimating a 20 percent reduction in demand charges, which can amount to millions of dollars annually among large commercial customers.  Princeton Power Systems will provide GTIB-30s and GTIB-100s inverters.   The Princeton Power Systems inverters combined with Tesla’s lithium-ion battery technology will store locally-generated energy to supplement the grid during times of high demand. This will avoid costly spikes in energy demand in addition to providing backup power during outages.  Inverters are at the heart of these advanced solar energy systems — managing the power flow between the PV and batteries. Princeton Power Systems inverters are capable of transitioning between grid-tied and island-mode operation to enable continued renewable energy harvest when grid power is not available.",,Tesla,,,,,,,,,,,1554,SolarCity,,CAISO,,37.5482697,-121.99,1,,Confidential,Customer-Owned,,,,Princeton Power Systems,NO,1/29/2014,SolarCity / Tesla / Princeton Power EV Charging Station (Fremont Site 2),,California,Announced,,,,,,,,,,,,,1554.1,,,,,,,,,,,,,,,,,30,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.princetonpower.com/images/casestudies/pdfs/Tesla_CaseStudy_September2015.pdf,,
